pathway_name,pathway_source,num_overlapping_genes,overlapping_genes,num_all_pathway_genes,P_genes,Q_genes,num_overlapping_metabolites,overlapping_metabolites,num_all_pathway_metabolites,P_metabolites,Q_metabolites,P_joint,Q_joint
Myogenesis,Reactome,0,,29 (29),1,1,1,HMDB00538,3 (3),0.0219,0.134,0.106,0.29
PRPP biosynthesis,HumanCyc,0,,3 (3),1,1,1,HMDB00538,3 (6),0.0219,0.134,0.106,0.29
Signaling by activated point mutants of FGFR3,Reactome,0,,12 (12),1,1,1,HMDB00538,3 (3),0.0219,0.134,0.106,0.29
PI3K/AKT activation,Reactome,0,,9 (9),1,1,1,HMDB00538,3 (4),0.0219,0.134,0.106,0.29
Caspase activation via extrinsic apoptotic signalling pathway,Reactome,0,,26 (26),1,1,1,HMDB00538,3 (3),0.0219,0.134,0.106,0.29
DSCAM interactions,Reactome,0,,7 (7),1,1,1,HMDB00538,3 (3),0.0219,0.134,0.106,0.29
Inwardly rectifying K+ channels,Reactome,0,,31 (31),1,1,1,HMDB00538,3 (3),0.0219,0.134,0.106,0.29
Caloric restriction and aging,Wikipathways,0,,9 (9),1,1,1,HMDB00538,3 (3),0.0219,0.134,0.106,0.29
TRAF6-mediated induction of TAK1 complex within TLR4 complex,Reactome,0,,11 (11),1,1,1,HMDB00538,3 (3),0.0219,0.134,0.106,0.29
FGFR2 mutant receptor activation,Reactome,0,,17 (17),1,1,1,HMDB00538,3 (11),0.0219,0.134,0.106,0.29
Activation of CaMK IV,Reactome,0,,2 (2),1,1,1,HMDB00538,3 (3),0.0219,0.134,0.106,0.29
CREB phosphorylation through the activation of CaMKK,Reactome,0,,4 (4),1,1,1,HMDB00538,3 (3),0.0219,0.134,0.106,0.29
PI3K events in ERBB4 signaling,Reactome,0,,10 (10),1,1,1,HMDB00538,3 (4),0.0219,0.134,0.106,0.29
Activation of PPARGC1A (PGC-1alpha) by phosphorylation,Reactome,0,,10 (10),1,1,1,HMDB00538,3 (3),0.0219,0.134,0.106,0.29
PI3K events in ERBB2 signaling,Reactome,0,,16 (16),1,1,1,HMDB00538,3 (4),0.0219,0.134,0.106,0.29
Adefovir Dipivoxil Metabolism Pathway,SMPDB,0,,5 (5),1,1,1,HMDB00538,3 (4),0.0219,0.134,0.106,0.29
Tenofovir Metabolism Pathway,SMPDB,0,,5 (5),1,1,1,HMDB00538,3 (4),0.0219,0.134,0.106,0.29
Cell Cycle Checkpoints,Wikipathways,0,,1 (1),1,1,1,HMDB00538,3 (3),0.0219,0.134,0.106,0.29
DDX58-IFIH1-mediated induction of interferon-alpha-beta,Wikipathways,0,,1 (1),1,1,1,HMDB00538,3 (6),0.0219,0.134,0.106,0.29
G beta:gamma signalling through PI3Kgamma,Reactome,0,,48 (48),1,1,1,HMDB00538,3 (5),0.0219,0.134,0.106,0.29
Signaling by NOTCH1,Wikipathways,0,,6 (6),1,1,1,HMDB00538,3 (3),0.0219,0.134,0.106,0.29
Signaling by NOTCH4,Wikipathways,0,,6 (6),1,1,1,HMDB00538,3 (3),0.0219,0.134,0.106,0.29
FGFR1b ligand binding and activation,Reactome,0,,6 (6),1,1,1,HMDB00538,3 (3),0.0219,0.134,0.106,0.29
FGFR1c ligand binding and activation,Reactome,0,,12 (12),1,1,1,HMDB00538,3 (3),0.0219,0.134,0.106,0.29
FGFR1c and Klotho ligand binding and activation,Reactome,0,,3 (3),1,1,1,HMDB00538,3 (3),0.0219,0.134,0.106,0.29
FGFR1 ligand binding and activation,Reactome,0,,16 (16),1,1,1,HMDB00538,3 (3),0.0219,0.134,0.106,0.29
Regulation of RUNX2 expression and activity,Reactome,0,,28 (28),1,1,1,HMDB00538,3 (4),0.0219,0.134,0.106,0.29
D-<i>myo</i>-inositol (1_3_4)-trisphosphate biosynthesis,HumanCyc,1,OCRL,15 (15),0.435,1,1,HMDB00538,7 (8),0.0505,0.173,0.106,0.29
Class A-1 (Rhodopsin-like receptors),Wikipathways,0,,0 (0),1,1,2,HMDB00285;HMDB00538,81 (104),0.118,0.292,0.118,0.292
Ion channel transport,Wikipathways,0,,0 (0),1,1,1,HMDB00538,17 (23),0.118,0.292,0.118,0.292
PI Metabolism,Wikipathways,0,,0 (0),1,1,1,HMDB00538,17 (29),0.118,0.292,0.118,0.292
Metabolism of folate and pterines,Wikipathways,0,,0 (0),1,1,1,HMDB00538,17 (26),0.118,0.292,0.118,0.292
Formation of the ternary complex_ and subsequently_ the 43S complex,Reactome,6,RPSA;RPS5;EIF3B;EIF3C;EIF3D;EIF3I,59 (61),0.0222,0.235,0,,1 (1),1,1,0.107,0.292
Histidine metabolism - Homo sapiens (human),KEGG,0,,23 (23),1,1,2,HMDB00001#HMDB00479;HMDB03045,32 (47),0.0223,0.136,0.107,0.292
RAF activation,Reactome,1,PPP2R5D,25 (25),0.614,1,1,HMDB00538,5 (5),0.0363,0.149,0.107,0.292
Regulation of PTEN stability and activity,Reactome,1,TRIM27,25 (25),0.614,1,1,HMDB00538,5 (5),0.0363,0.149,0.107,0.292
Gemcitabine Action Pathway,SMPDB,1,NT5C,13 (13),0.39,1,1,HMDB00538,8 (8),0.0575,0.186,0.108,0.293
Gemcitabine Metabolism Pathway,SMPDB,1,NT5C,13 (13),0.39,1,1,HMDB00538,8 (8),0.0575,0.186,0.108,0.293
PTEN Regulation,Reactome,5,RBBP4;HDAC1;RCOR1;TRIM27;HDAC2,96 (96),0.289,1,1,HMDB00538,11 (11),0.0783,0.213,0.108,0.294
Platelet degranulation ,Reactome,6,TGFB1;PPIA;ACTN4;F13A1;TAGLN2;FN1,129 (129),0.351,1,1,HMDB00538,9 (15),0.0645,0.198,0.108,0.294
Golgi Associated Vesicle Biogenesis,Reactome,2,OCRL;DNAJC6,56 (56),0.624,1,1,HMDB00538,5 (5),0.0363,0.149,0.108,0.294
Cell death signalling via NRAGE_ NRIF and NADE,Reactome,2,PLEKHG2;ECT2,76 (78),0.782,1,1,HMDB00538,4 (4),0.0292,0.138,0.109,0.295
PCP/CE pathway,Reactome,2,AP2A2;AP2S1,47 (47),0.528,1,1,HMDB00538,6 (7),0.0434,0.161,0.11,0.297
The citric acid (TCA) cycle and respiratory electron transport,Reactome,7,ACAD9;LDHA;OGDH;DLAT;LRPPRC;CYC1;UQCRC1,173 (173),0.469,1,2,HMDB00094;HMDB00538,49 (56),0.049,0.173,0.11,0.297
Chronic myeloid leukemia - Homo sapiens (human),KEGG,7,TGFB1;E2F1;CTBP1;HDAC1;HDAC2;CDK4;CDK6,76 (76),0.0231,0.243,0,,1 (1),1,1,0.11,0.297
Cilium Assembly,Reactome,13,CKAP5;PLK1;HDAC6;TCP1;KIF24;CDK5RAP2;PLK4;NEK2;CCT2;CEP152;CDK1;PCNT;ODF2,187 (187),0.0232,0.243,0,,6 (6),1,1,0.11,0.298
Intrinsic Pathway for Apoptosis,Reactome,1,E2F1,43 (43),0.806,1,1,HMDB00538,4 (4),0.0292,0.138,0.112,0.301
Gastric Cancer Network 2,Wikipathways,4,TOP2A;ATAD2;UBE2C;FANCI,32 (32),0.0302,0.301,0,,0 (0),1,1,0.0302,0.301
Arachidonic acid metabolism,Wikipathways,0,,0 (0),1,1,2,HMDB03337;HMDB00538,83 (107),0.123,0.302,0.123,0.302
Hepatocellular carcinoma - Homo sapiens (human),KEGG,12,GSTM1;TGFB1;SMARCB1;GSTO1;SMARCC1;MET;PHF10;E2F1;LRP5;CDK4;CDK6;SMARCA4,168 (168),0.0236,0.248,0,,9 (14),1,1,0.112,0.302
glycolysis,HumanCyc,2,PFKL;TPI1,24 (25),0.225,1,1,HMDB00538,15 (20),0.105,0.266,0.112,0.302
Translesion synthesis by POLK,Reactome,3,RFC5;RPA1;REV1,17 (17),0.0238,0.248,0,,3 (5),1,1,0.113,0.303
Translesion synthesis by POLI,Reactome,3,RFC5;RPA1;REV1,17 (17),0.0238,0.248,0,,2 (3),1,1,0.113,0.303
Platelet calcium homeostasis,Reactome,1,ATP2A2,28 (28),0.656,1,1,HMDB00538,5 (7),0.0363,0.149,0.113,0.303
Amino Acid metabolism,Wikipathways,2,LDHA;OGDH,91 (91),0.859,1,3,HMDB00094;HMDB03337;HMDB00099,92 (108),0.0278,0.138,0.113,0.303
Retrograde transport at the Trans-Golgi-Network,Reactome,2,M6PR;VPS52,49 (49),0.551,1,1,HMDB00538,6 (6),0.0434,0.161,0.113,0.303
Hypertrophic cardiomyopathy (HCM) - Homo sapiens (human),KEGG,2,ATP2A2;TGFB1,83 (83),0.822,1,1,HMDB00538,4 (5),0.0292,0.138,0.113,0.303
Triglyceride metabolism,Wikipathways,0,,0 (0),1,1,1,HMDB00538,18 (30),0.125,0.306,0.125,0.306
MyD88 cascade initiated on plasma membrane,Reactome,2,PPP2R5D;HMGB1,87 (87),0.841,1,1,HMDB00538,4 (9),0.0292,0.138,0.115,0.308
Toll Like Receptor 10 (TLR10) Cascade,Reactome,2,PPP2R5D;HMGB1,87 (87),0.841,1,1,HMDB00538,4 (9),0.0292,0.138,0.115,0.308
Toll Like Receptor 5 (TLR5) Cascade,Reactome,2,PPP2R5D;HMGB1,87 (87),0.841,1,1,HMDB00538,4 (9),0.0292,0.138,0.115,0.308
Interferon gamma signaling,Reactome,2,IRF8;IFNGR1,94 (94),0.871,1,1,HMDB00538,4 (5),0.0292,0.138,0.119,0.313
PI3K/AKT Signaling in Cancer,Reactome,2,MET;PIK3AP1,94 (94),0.871,1,1,HMDB00538,4 (17),0.0292,0.138,0.119,0.313
RUNX2 regulates bone development,Reactome,1,HDAC6,32 (32),0.704,1,1,HMDB00538,5 (6),0.0363,0.149,0.119,0.313
Toll Like Receptor TLR1:TLR2 Cascade,Reactome,3,PPP2R5D;TLR1;HMGB1,97 (97),0.707,1,1,HMDB00538,5 (15),0.0363,0.149,0.12,0.313
Toll Like Receptor TLR6:TLR2 Cascade,Reactome,3,PPP2R5D;TLR1;HMGB1,97 (97),0.707,1,1,HMDB00538,5 (15),0.0363,0.149,0.12,0.313
Toll Like Receptor 2 (TLR2) Cascade,Reactome,3,PPP2R5D;TLR1;HMGB1,97 (97),0.707,1,1,HMDB00538,5 (15),0.0363,0.149,0.12,0.313
MyD88:Mal cascade initiated on plasma membrane,Reactome,3,PPP2R5D;TLR1;HMGB1,97 (97),0.707,1,1,HMDB00538,5 (15),0.0363,0.149,0.12,0.313
Toll Like Receptor 3 (TLR3) Cascade,Reactome,2,PPP2R5D;HMGB1,97 (97),0.882,1,1,HMDB00538,4 (10),0.0292,0.138,0.12,0.313
APOBEC3G mediated resistance to HIV-1 infection,Reactome,2,PPIA;BANF1,7 (7),0.0258,0.264,0,,2 (2),1,1,0.12,0.313
regulation of ck1/cdk5 by type 1 glutamate receptors,BioCarta,1,PPP2R5D,24 (24),0.599,1,1,HMDB00538,6 (7),0.0434,0.161,0.121,0.313
Sema4D in semaphorin signaling,Reactome,1,MET,24 (24),0.599,1,1,HMDB00538,6 (6),0.0434,0.161,0.121,0.313
Antigen Presentation: Folding_ assembly and peptide loading of class I MHC,Reactome,1,CANX,24 (24),0.599,1,1,HMDB00538,6 (8),0.0434,0.161,0.121,0.313
Signaling by FGFR2,Reactome,3,GTF2F1;PTBP1;NCBP1,73 (73),0.516,1,1,HMDB00538,7 (9),0.0505,0.173,0.121,0.313
Cellular response to heat stress,Wikipathways,1,FKBP4,16 (16),0.456,1,1,HMDB00538,8 (9),0.0575,0.186,0.122,0.313
Metabolism of lipids,Reactome,15,SREBF1;SGPP1;KPNB1;ACAA2;HSD17B12;ABCC1;NCOR2;RAN;GLA;ESYT1;PI4KA;ECI2;OCRL;PPP1CC;ACACA,659 (664),0.988,1,6,HMDB00094;HMDB00201;HMDB00082;HMDB00538;HMDB00095;HMDB03337,334 (620),0.0267,0.138,0.122,0.313
Signaling by FGFR,Reactome,4,SPRED1;GTF2F1;PTBP1;NCBP1,87 (87),0.409,1,1,HMDB00538,9 (11),0.0645,0.198,0.122,0.313
Di-unsaturated fatty acid beta-oxidation,EHMN,2,ACAA2;ECI2,23 (23),0.211,1,1,HMDB00538,18 (19),0.125,0.306,0.122,0.313
COPII-mediated vesicle transport,Reactome,2,CTSC;TRAPPC10,69 (69),0.735,1,1,HMDB00538,5 (9),0.0363,0.149,0.123,0.313
Interleukin-17 signaling,Reactome,1,PPP2R5D,65 (65),0.916,1,1,HMDB00538,4 (6),0.0292,0.138,0.123,0.313
MAP kinase activation,Reactome,1,PPP2R5D,65 (65),0.916,1,1,HMDB00538,4 (6),0.0292,0.138,0.123,0.313
Synthesis of pyrophosphates in the cytosol,Reactome,1,NUDT3,11 (11),0.342,1,1,HMDB00538,11 (19),0.0783,0.213,0.124,0.313
Interferon alpha/beta signaling,Reactome,1,IRF8,70 (70),0.931,1,1,HMDB00538,4 (11),0.0292,0.138,0.125,0.313
Lissencephaly gene (LIS1) in neuronal migration and development,PID,4,PPP2R5D;MAP1B;NUDC;LRPAP1,31 (31),0.0272,0.274,0,,1 (1),1,1,0.125,0.313
Ethanol effects on histone modifications,Wikipathways,4,HDAC1;HDAC2;HDAC6;EHMT2,31 (31),0.0272,0.274,0,,16 (21),1,1,0.125,0.313
Pyruvate metabolism,INOH,3,DLAT;LDHA;ACACA,34 (34),0.132,0.922,1,HMDB00538,31 (31),0.206,0.46,0.126,0.313
Response to elevated platelet cytosolic Ca2+,Reactome,6,TGFB1;PPIA;ACTN4;F13A1;TAGLN2;FN1,134 (134),0.384,1,1,HMDB00538,10 (17),0.0714,0.205,0.126,0.313
Doxorubicin Pathway (Cancer Cell)_ Pharmacodynamics,PharmGKB,3,TOP2A;ABCC1;MLH1,18 (18),0.0278,0.279,0,,1 (1),1,1,0.127,0.313
Drug metabolism - other enzymes - Homo sapiens (human),KEGG,7,GSTM1;MPO;GSTO1;UCK2;UMPS;DUT;IMPDH2,79 (79),0.0278,0.279,0,,12 (52),1,1,0.128,0.313
Signaling by BRAF and RAF fusions,Reactome,2,PAPD7;FN1,58 (58),0.643,1,1,HMDB00538,6 (8),0.0434,0.161,0.128,0.313
COPI-mediated anterograde transport,Reactome,1,COPZ1,83 (83),0.958,1,1,HMDB00538,4 (4),0.0292,0.138,0.128,0.313
Folate Metabolism,Wikipathways,3,MPO;SCARB1;MTHFD2,66 (66),0.449,1,2,HMDB00538;HMDB00099,56 (66),0.0623,0.198,0.128,0.313
MAPK6/MAPK4 signaling,Reactome,1,CDK1,39 (39),0.774,1,1,HMDB00538,5 (5),0.0363,0.149,0.128,0.313
RAB GEFs exchange GTP for GDP on RABs,Reactome,1,TRAPPC10,91 (91),0.969,1,1,HMDB00538,4 (4),0.0292,0.138,0.129,0.313
Negative regulation of MAPK pathway,Reactome,1,PPP2R5D,40 (40),0.782,1,1,HMDB00538,5 (5),0.0363,0.149,0.13,0.313
Potassium Channels,Reactome,1,KCNN3,100 (100),0.978,1,1,HMDB00538,4 (4),0.0292,0.138,0.13,0.313
Serine biosynthesis,Reactome,1,PSAT1,9 (9),0.29,1,1,HMDB00538,14 (17),0.0986,0.254,0.13,0.313
PI3K-AKT-mTOR - VitD3 Signalling,Wikipathways,1,LDHA,22 (22),0.567,1,1,HMDB00538,7 (8),0.0505,0.173,0.13,0.313
Trans-sulfuration pathway,Wikipathways,1,DNMT1,10 (10),0.317,1,1,HMDB00538,13 (14),0.0919,0.241,0.132,0.313
Oncogenic MAPK signaling,Reactome,2,PAPD7;FN1,61 (61),0.67,1,1,HMDB00538,6 (11),0.0434,0.161,0.132,0.313
GPCR signaling-cholera toxin,INOH,1,TGFB1,270 (270),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
GPCR signaling-G alpha s Epac and ERK,INOH,1,TGFB1,272 (272),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
GPCR signaling-G alpha s PKA and ERK,INOH,1,TGFB1,285 (285),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Negative regulation of FGFR2 signaling,Reactome,0,,34 (34),1,1,1,HMDB00538,4 (5),0.0292,0.138,0.132,0.313
Phospholipase C-mediated cascade; FGFR2,Reactome,0,,18 (18),1,1,1,HMDB00538,4 (5),0.0292,0.138,0.132,0.313
Oxidative phosphorylation,Wikipathways,0,,61 (61),1,1,1,HMDB00538,4 (5),0.0292,0.138,0.132,0.313
PI-3K cascade:FGFR2,Reactome,0,,23 (23),1,1,1,HMDB00538,4 (6),0.0292,0.138,0.132,0.313
XBP1(S) activates chaperone genes,Reactome,0,,8 (8),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
PI-3K cascade:FGFR3,Reactome,0,,18 (18),1,1,1,HMDB00538,4 (5),0.0292,0.138,0.132,0.313
Negative regulation of FGFR3 signaling,Reactome,0,,29 (29),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
adenine and adenosine salvage II,HumanCyc,0,,1 (1),1,1,1,HMDB00538,4 (5),0.0292,0.138,0.132,0.313
Hh mutants that don_t undergo autocatalytic processing are degraded by ERAD,Reactome,0,,11 (11),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
creatine-phosphate biosynthesis,HumanCyc,0,,5 (5),1,1,1,HMDB00538,4 (5),0.0292,0.138,0.132,0.313
PI-3K cascade:FGFR4,Reactome,0,,20 (20),1,1,1,HMDB00538,4 (5),0.0292,0.138,0.132,0.313
Negative regulation of FGFR4 signaling,Reactome,0,,31 (31),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
cardiolipin biosynthesis,HumanCyc,0,,4 (4),1,1,1,HMDB00095,4 (9),0.0292,0.138,0.132,0.313
PI-3K cascade:FGFR1,Reactome,0,,21 (21),1,1,1,HMDB00538,4 (5),0.0292,0.138,0.132,0.313
Growth hormone receptor signaling,Reactome,0,,19 (19),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
glycogen biosynthesis,HumanCyc,0,,8 (8),1,1,1,HMDB00285,4 (7),0.0292,0.138,0.132,0.313
IRE1alpha activates chaperones,Reactome,0,,10 (10),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Unfolded Protein Response (UPR),Reactome,0,,21 (21),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Phosphorylation of CD3 and TCR zeta chains,Reactome,0,,30 (30),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Translocation of ZAP-70 to Immunological synapse,Reactome,0,,27 (27),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
FGFR1 mutant receptor activation,Reactome,0,,31 (31),1,1,1,HMDB00538,4 (15),0.0292,0.138,0.132,0.313
SHC1 events in ERBB4 signaling,Reactome,0,,14 (14),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Pancreas Function,SMPDB,0,,6 (6),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Signal transduction by L1,Reactome,0,,22 (22),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Phospholipase C-mediated cascade; FGFR4,Reactome,0,,15 (15),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Interferon gamma signaling,Wikipathways,0,,7 (7),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Endosomal Sorting Complex Required For Transport (ESCRT),Reactome,0,,32 (32),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Activation of NF-kappaB in B cells,Reactome,0,,18 (18),1,1,1,HMDB00538,4 (5),0.0292,0.138,0.132,0.313
SHC1 events in EGFR signaling,Reactome,0,,8 (8),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Activation of BAD and translocation to mitochondria ,Reactome,0,,15 (15),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Cellular roles of Anthrax toxin,PID,0,,22 (22),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
EPHA-mediated growth cone collapse,Reactome,0,,15 (15),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
The proton buffering model,Reactome,0,,5 (5),1,1,1,HMDB00538,4 (6),0.0292,0.138,0.132,0.313
STING mediated induction of host immune responses,Reactome,0,,16 (16),1,1,1,HMDB00538,4 (8),0.0292,0.138,0.132,0.313
RHO GTPases Activate WASPs and WAVEs,Reactome,0,,37 (37),1,1,1,HMDB00538,4 (5),0.0292,0.138,0.132,0.313
Ephrin signaling,Reactome,0,,19 (19),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
EPH-ephrin mediated repulsion of cells,Reactome,0,,8 (8),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
thiamin salvage III,HumanCyc,0,,1 (1),1,1,1,HMDB00538,4 (5),0.0292,0.138,0.132,0.313
Synthesis of PIPs in the nucleus,Reactome,0,,4 (4),1,1,1,HMDB00538,4 (6),0.0292,0.138,0.132,0.313
Type II diabetes mellitus,Wikipathways,0,,22 (22),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
phospholipase c-epsilon pathway,BioCarta,0,,12 (12),1,1,1,HMDB00538,4 (6),0.0292,0.138,0.132,0.313
Smooth Muscle Contraction,Reactome,0,,35 (35),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
regulation of spermatogenesis by crem,BioCarta,0,,10 (10),1,1,1,HMDB00538,4 (7),0.0292,0.138,0.132,0.313
Striated Muscle Contraction,Reactome,0,,35 (35),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Disinhibition of SNARE formation,Reactome,0,,5 (5),1,1,1,HMDB00538,4 (5),0.0292,0.138,0.132,0.313
Downregulation of ERBB2 signaling,Reactome,0,,29 (29),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
GPCR Adenosine A2A receptor,INOH,0,,36 (36),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Mitochondrial Uncoupling Proteins,Reactome,0,,5 (5),1,1,1,HMDB00538,4 (8),0.0292,0.138,0.132,0.313
Activated NTRK2 signals through RAS,Reactome,0,,9 (9),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Activated NTRK2 signals through CDK5,Reactome,0,,6 (6),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Signaling by NTRK2 (TRKB),Reactome,0,,20 (20),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Tie2 Signaling,Reactome,0,,18 (18),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
ADP signalling through P2Y purinoceptor 1,Reactome,0,,24 (24),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Sema4D induced cell migration and growth-cone collapse,Reactome,0,,20 (20),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Sodium-coupled sulphate_ di- and tri-carboxylate transporters,Reactome,0,,5 (5),1,1,1,HMDB00094,4 (4),0.0292,0.138,0.132,0.313
SeMet incorporation into proteins,Reactome,0,,11 (11),1,1,1,HMDB00538,4 (6),0.0292,0.138,0.132,0.313
PTK6 Down-Regulation,Reactome,0,,3 (3),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
hydrogen sulfide biosynthesis (trans-sulfuration),HumanCyc,0,,3 (3),1,1,1,HMDB00099,4 (6),0.0292,0.138,0.132,0.313
Intra-Golgi traffic,Reactome,0,,45 (45),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
FCERI mediated NF-kB activation,Reactome,0,,99 (99),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Formation of ATP by chemiosmotic coupling,Reactome,0,,18 (18),1,1,1,HMDB00538,4 (5),0.0292,0.138,0.132,0.313
Gliclazide Action Pathway,SMPDB,0,,6 (6),1,1,1,HMDB00538,4 (5),0.0292,0.138,0.132,0.313
SHC-related events triggered by IGF1R,Reactome,0,,9 (9),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Erlotinib Action Pathway,SMPDB,0,,3 (3),1,1,1,HMDB00538,4 (5),0.0292,0.138,0.132,0.313
Hh mutants abrogate ligand secretion,Reactome,0,,11 (11),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
lipoate salvage,HumanCyc,0,,2 (2),1,1,1,HMDB00538,4 (6),0.0292,0.138,0.132,0.313
glutathione redox reactions II,HumanCyc,0,,2 (2),1,1,1,HMDB03337,4 (5),0.0292,0.138,0.132,0.313
Gastrin-CREB signalling pathway via PKC and MAPK,Reactome,0,,19 (19),1,1,1,HMDB00538,4 (5),0.0292,0.138,0.132,0.313
G-protein beta:gamma signalling,Reactome,0,,51 (51),1,1,1,HMDB00538,4 (7),0.0292,0.138,0.132,0.313
Interferon alpha-beta signaling,Wikipathways,0,,21 (21),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Intrinsic Pathway for Apoptosis,Wikipathways,0,,4 (4),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Nucleotide-binding domain_ leucine rich repeat containing receptor (NLR) signaling pathways,Wikipathways,0,,1 (1),1,1,1,HMDB00538,4 (10),0.0292,0.138,0.132,0.313
Negative regulation of FGFR1 signaling,Reactome,0,,33 (33),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Phospholipase C-mediated cascade: FGFR1,Reactome,0,,16 (16),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Senescence-Associated Secretory Phenotype (SASP),Wikipathways,0,,6 (6),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
DNA Damage-Telomere Stress Induced Senescence,Wikipathways,0,,1 (1),1,1,1,HMDB00538,4 (9),0.0292,0.138,0.132,0.313
Phospholipase C-mediated cascade; FGFR3,Reactome,0,,13 (13),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer_s disease models,Wikipathways,0,,4 (4),1,1,1,HMDB00538,4 (4),0.0292,0.138,0.132,0.313
Antimicrobial peptides,Reactome,5,TLR1;PRTN3;ELANE;CCR2;CTSG,100 (106),0.318,1,1,HMDB00538,13 (23),0.0919,0.241,0.132,0.313
Folate metabolism,INOH,3,MTHFD2;MTHFD1L;ATIC,31 (31),0.108,0.78,1,HMDB00538,43 (46),0.274,0.592,0.134,0.315
Regulation of nuclear beta catenin signaling and target gene transcription,PID,7,INCENP;SMARCA4;RUVBL2;CTBP1;VCAN;HDAC1;HDAC2,80 (80),0.0296,0.296,0,,2 (2),1,1,0.134,0.315
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,Reactome,2,PPP2R5D;HMGB1,88 (88),0.846,1,1,HMDB00538,5 (11),0.0363,0.149,0.138,0.324
PI5P_ PP2A and IER3 Regulate PI3K/AKT Signaling,Reactome,3,PPP2R5D;MET;PIK3AP1,97 (97),0.707,1,1,HMDB00538,6 (12),0.0434,0.161,0.138,0.324
brca1 dependent ub ligase activity,BioCarta,2,FANCD2;BARD1,8 (8),0.0335,0.325,0,,0 (0),1,1,0.0335,0.325
Nef Mediated CD8 Down-regulation,Reactome,2,AP2A2;AP2S1,8 (8),0.0335,0.325,0,,0 (0),1,1,0.0335,0.325
Toll Like Receptor 7/8 (TLR7/8) Cascade,Reactome,2,PPP2R5D;HMGB1,90 (90),0.855,1,1,HMDB00538,5 (11),0.0363,0.149,0.139,0.326
MyD88 dependent cascade initiated on endosome,Reactome,2,PPP2R5D;HMGB1,90 (90),0.855,1,1,HMDB00538,5 (11),0.0363,0.149,0.139,0.326
1D-<i>myo</i>-inositol hexakisphosphate biosynthesis II (mammalian),HumanCyc,1,OCRL,15 (15),0.435,1,1,HMDB00538,10 (11),0.0714,0.205,0.139,0.326
